date,race_id,odds,prob,stake,win,bankroll
2026-06-10,2026/06/10_6,3.3,0.25320664048194885,10.0,False,9805.76560482824
2026-06-10,2026/06/10_9,4.3,0.29485371708869934,79.59636595010595,True,10068.43361246359
2026-06-13,2026/06/13_11,3.9,0.2754386365413666,25.765011386239163,False,10042.668601077352
2026-06-13,2026/06/13_3,4.0,0.26011303067207336,13.541575412288449,False,10029.127025665064
2026-06-13,2026/06/13_4,4.5,0.2320643961429596,12.69108160196954,False,10016.435944063094
2026-06-27,2026/06/27_7,3.3,0.22012481093406677,10.0,False,10006.435944063094
2026-07-01,2026/07/01_11,3.8,0.2710610330104828,10.7325906496637,False,9995.70335341343
2026-07-01,2026/07/01_4,4.3,0.2533535659313202,27.08542810533471,True,10085.085266161035
2026-07-08,2026/07/08_9,4.5,0.25865447521209717,47.24002000815932,False,10037.845246152876
2026-07-08,2026/07/08_3,3.3,0.24783575534820557,10.0,False,10027.845246152876
2026-07-12,2026/07/12_8,3.8,0.23443102836608887,10.0,False,10017.845246152876
2026-07-12,2026/07/12_9,3.5,0.2946142852306366,12.482234498389403,False,10005.363011654486
2026-07-12,2026/07/12_5,3.2,0.2449996918439865,10.0,False,9995.363011654486
